,State,Vaccination1,Vaccination2,Date,Confirmed,Recovered,Deceased,Other,Tested,Vaccination3
484,Tamil Nadu,,,2020-03-29,50,4,1,0,0,
485,Telangana,,,2020-03-29,70,1,1,0,0,
486,Uttar Pradesh,,,2020-03-29,72,11,0,0,0,
487,Uttarakhand,,,2020-03-29,7,2,0,0,0,
488,West Bengal,,,2020-03-29,21,0,1,0,0,
489,Andaman and Nicobar Islands,,,2020-03-30,10,0,0,0,0,
490,Andhra Pradesh,,,2020-03-30,23,1,0,0,0,
491,Bihar,,,2020-03-30,15,0,1,0,0,
492,Chandigarh,,,2020-03-30,13,0,0,0,0,
493,Chhattisgarh,,,2020-03-30,8,0,0,0,0,
494,Delhi,,,2020-03-30,97,6,2,0,0,
495,Goa,,,2020-03-30,5,0,0,0,0,
496,Gujarat,,,2020-03-30,70,3,6,0,0,
497,Haryana,,,2020-03-30,36,20,0,0,0,
498,Himachal Pradesh,,,2020-03-30,3,1,1,3,0,
499,India,,,2020-03-30,1326,141,41,3,38442,
500,Jammu and Kashmir,,,2020-03-30,49,1,1,0,0,
501,Karnataka,,,2020-03-30,88,6,3,0,0,
502,Kerala,,,2020-03-30,234,20,1,0,0,
503,Ladakh,,,2020-03-30,13,3,0,0,0,
504,Madhya Pradesh,,,2020-03-30,47,0,4,0,0,
505,Maharashtra,,,2020-03-30,220,39,10,0,0,
506,Manipur,,,2020-03-30,1,0,0,0,0,
507,Mizoram,,,2020-03-30,1,0,0,0,0,
508,Odisha,,,2020-03-30,3,0,0,0,0,
509,Puducherry,,,2020-03-30,1,0,0,0,0,
510,Punjab,,,2020-03-30,41,1,3,0,0,
511,Rajasthan,,,2020-03-30,79,3,0,0,0,
512,Tamil Nadu,,,2020-03-30,67,4,1,0,0,
513,Telangana,,,2020-03-30,77,14,6,0,0,
514,Uttar Pradesh,,,2020-03-30,96,17,0,0,0,
515,Uttarakhand,,,2020-03-30,7,2,0,0,0,
516,West Bengal,,,2020-03-30,22,0,2,0,0,
517,Andaman and Nicobar Islands,,,2020-03-31,10,0,0,0,0,
518,Andhra Pradesh,,,2020-03-31,44,1,0,0,0,
519,Assam,,,2020-03-31,1,0,0,0,0,
520,Bihar,,,2020-03-31,21,0,1,0,0,
521,Chandigarh,,,2020-03-31,15,0,0,0,0,
522,Chhattisgarh,,,2020-03-31,9,2,0,0,0,
523,Delhi,,,2020-03-31,120,6,2,0,0,
524,Goa,,,2020-03-31,5,0,0,0,0,
525,Gujarat,,,2020-03-31,74,5,6,0,0,
526,Haryana,,,2020-03-31,43,24,0,0,0,
527,Himachal Pradesh,,,2020-03-31,3,1,1,3,0,
528,India,,,2020-03-31,1635,160,47,3,42788,
529,Jammu and Kashmir,,,2020-03-31,55,1,2,0,0,
530,Jharkhand,,,2020-03-31,1,0,0,0,0,
531,Karnataka,,,2020-03-31,101,8,3,0,0,
532,Kerala,,,2020-03-31,241,24,2,0,0,
533,Ladakh,,,2020-03-31,13,3,0,0,0,
534,Madhya Pradesh,,,2020-03-31,66,0,5,0,0,
535,Maharashtra,,,2020-03-31,302,39,11,0,0,
536,Manipur,,,2020-03-31,1,0,0,0,0,
537,Mizoram,,,2020-03-31,1,0,0,0,0,
538,Odisha,,,2020-03-31,4,0,0,0,0,
539,Puducherry,,,2020-03-31,1,0,0,0,0,
540,Punjab,,,2020-03-31,42,1,4,0,0,
541,Rajasthan,,,2020-03-31,93,3,0,0,0,
542,Tamil Nadu,,,2020-03-31,124,6,1,0,0,
543,Telangana,,,2020-03-31,97,14,6,0,0,
544,Uttar Pradesh,,,2020-03-31,104,17,0,0,0,
545,Uttarakhand,,,2020-03-31,7,2,0,0,0,
546,West Bengal,,,2020-03-31,37,3,3,0,0,
547,Andaman and Nicobar Islands,,,2020-04-01,10,0,0,0,0,
548,Andhra Pradesh,,,2020-04-01,111,2,0,0,0,
549,Assam,,,2020-04-01,16,0,0,0,0,
550,Bihar,,,2020-04-01,24,0,1,0,0,
551,Chandigarh,,,2020-04-01,17,0,0,0,0,
552,Chhattisgarh,,,2020-04-01,9,2,0,0,0,
553,Delhi,,,2020-04-01,152,6,2,0,2621,
554,Goa,,,2020-04-01,5,0,0,0,0,
555,Gujarat,,,2020-04-01,87,5,6,0,0,
556,Haryana,,,2020-04-01,43,27,0,0,0,
557,Himachal Pradesh,,,2020-04-01,3,1,1,3,0,
558,India,,,2020-04-01,2059,169,58,3,47951,
559,Jammu and Kashmir,,,2020-04-01,62,2,2,0,0,
560,Jharkhand,,,2020-04-01,1,0,0,0,0,
561,Karnataka,,,2020-04-01,110,9,3,0,0,
562,Kerala,,,2020-04-01,265,26,2,0,7965,
563,Ladakh,,,2020-04-01,13,3,0,0,0,
564,Madhya Pradesh,,,2020-04-01,98,0,6,0,0,
565,Maharashtra,,,2020-04-01,335,39,16,0,0,
566,Manipur,,,2020-04-01,1,0,0,0,0,
567,Mizoram,,,2020-04-01,1,0,0,0,0,
568,Odisha,,,2020-04-01,5,1,0,0,0,
569,Puducherry,,,2020-04-01,3,0,0,0,0,
570,Punjab,,,2020-04-01,46,1,4,0,0,
571,Rajasthan,,,2020-04-01,120,3,0,0,0,
572,Tamil Nadu,,,2020-04-01,234,6,1,0,0,
573,Telangana,,,2020-04-01,127,14,9,0,0,
574,Uttar Pradesh,,,2020-04-01,117,17,2,0,0,
575,Uttarakhand,,,2020-04-01,7,2,0,0,0,
576,West Bengal,,,2020-04-01,37,3,3,0,659,
577,Andaman and Nicobar Islands,,,2020-04-02,10,0,0,0,0,
578,Andhra Pradesh,,,2020-04-02,149,2,0,0,1800,
579,Arunachal Pradesh,,,2020-04-02,1,0,0,0,0,
580,Assam,,,2020-04-02,16,0,0,0,962,
581,Bihar,,,2020-04-02,29,3,1,0,0,
582,Chandigarh,,,2020-04-02,18,0,0,0,124,
583,Chhattisgarh,,,2020-04-02,9,3,0,0,1232,
584,Delhi,,,2020-04-02,293,8,4,0,2621,
585,Goa,,,2020-04-02,5,0,0,0,220,
586,Gujarat,,,2020-04-02,88,10,7,0,0,
587,Haryana,,,2020-04-02,49,27,0,0,0,
588,Himachal Pradesh,,,2020-04-02,6,1,1,3,0,
589,India,,,2020-04-02,2545,191,69,3,55851,
590,Jammu and Kashmir,,,2020-04-02,70,3,2,0,0,
591,Jharkhand,,,2020-04-02,2,0,0,0,0,
592,Karnataka,,,2020-04-02,124,11,3,0,0,
593,Kerala,,,2020-04-02,286,28,2,0,8456,
594,Ladakh,,,2020-04-02,13,3,0,0,0,
595,Madhya Pradesh,,,2020-04-02,107,0,8,0,0,
596,Maharashtra,,,2020-04-02,423,42,21,0,0,
597,Manipur,,,2020-04-02,2,0,0,0,0,
598,Mizoram,,,2020-04-02,1,0,0,0,0,
599,Odisha,,,2020-04-02,5,1,0,0,0,
600,Puducherry,,,2020-04-02,5,0,0,0,0,
601,Punjab,,,2020-04-02,47,1,5,0,1434,
602,Rajasthan,,,2020-04-02,133,3,0,0,0,
603,Tamil Nadu,,,2020-04-02,309,6,1,0,0,
604,Telangana,,,2020-04-02,154,17,9,0,0,
605,Uttar Pradesh,,,2020-04-02,128,17,2,0,0,
606,Uttarakhand,,,2020-04-02,10,2,0,0,678,
607,West Bengal,,,2020-04-02,53,3,3,0,659,
608,Andaman and Nicobar Islands,,,2020-04-03,10,0,0,0,0,
609,Andhra Pradesh,,,2020-04-03,164,2,1,0,1800,
610,Arunachal Pradesh,,,2020-04-03,1,0,0,0,0,
611,Assam,,,2020-04-03,23,0,0,0,962,
612,Bihar,,,2020-04-03,31,3,1,0,0,
613,Chandigarh,,,2020-04-03,18,0,0,0,124,
614,Chhattisgarh,,,2020-04-03,9,3,0,0,1232,
615,Delhi,,,2020-04-03,386,8,6,0,2621,
616,Goa,,,2020-04-03,6,0,0,0,220,
617,Gujarat,,,2020-04-03,95,10,9,0,0,
618,Haryana,,,2020-04-03,58,28,0,0,1325,
619,Himachal Pradesh,,,2020-04-03,6,1,2,3,0,
620,India,,,2020-04-03,3105,230,83,3,69245,
621,Jammu and Kashmir,,,2020-04-03,75,3,2,0,0,
622,Jharkhand,,,2020-04-03,2,0,0,0,0,
623,Karnataka,,,2020-04-03,128,11,4,0,4587,
624,Kerala,,,2020-04-03,295,42,2,0,9139,
625,Ladakh,,,2020-04-03,14,3,0,0,0,
626,Madhya Pradesh,,,2020-04-03,154,0,8,0,0,
627,Maharashtra,,,2020-04-03,487,50,26,0,0,
628,Manipur,,,2020-04-03,2,0,0,0,0,
629,Mizoram,,,2020-04-03,1,0,0,0,0,
630,Odisha,,,2020-04-03,20,2,0,0,1395,
631,Puducherry,,,2020-04-03,5,0,0,0,0,
632,Punjab,,,2020-04-03,53,1,5,0,1434,
633,Rajasthan,,,2020-04-03,179,3,0,0,0,
634,Tamil Nadu,,,2020-04-03,411,6,1,0,3684,
635,Telangana,,,2020-04-03,229,32,11,0,0,
636,Uttar Pradesh,,,2020-04-03,174,17,2,0,0,
637,Uttarakhand,,,2020-04-03,16,2,0,0,678,
638,West Bengal,,,2020-04-03,53,3,3,0,659,
639,Andaman and Nicobar Islands,,,2020-04-04,10,0,0,0,0,
640,Andhra Pradesh,,,2020-04-04,192,2,1,0,1800,
641,Arunachal Pradesh,,,2020-04-04,1,0,0,0,0,
642,Assam,,,2020-04-04,26,0,0,0,962,
643,Bihar,,,2020-04-04,32,3,1,0,0,
644,Chandigarh,,,2020-04-04,18,3,0,0,124,
645,Chhattisgarh,,,2020-04-04,10,3,0,0,1232,
646,Delhi,,,2020-04-04,445,16,6,0,2621,
647,Goa,,,2020-04-04,7,0,0,0,220,
648,Gujarat,,,2020-04-04,108,13,10,0,0,
649,Haryana,,,2020-04-04,84,29,0,0,1325,
650,Himachal Pradesh,,,2020-04-04,13,1,2,3,0,
651,India,,,2020-04-04,3684,286,96,3,79950,
652,Jammu and Kashmir,,,2020-04-04,92,3,2,0,0,
653,Jharkhand,,,2020-04-04,2,0,0,0,0,
654,Karnataka,,,2020-04-04,144,11,4,0,4587,
655,Kerala,,,2020-04-04,306,50,2,0,9744,
656,Ladakh,,,2020-04-04,14,3,0,0,0,
657,Madhya Pradesh,,,2020-04-04,179,0,11,0,0,
658,Maharashtra,,,2020-04-04,635,52,32,0,0,
659,Manipur,,,2020-04-04,2,0,0,0,0,
660,Mizoram,,,2020-04-04,1,0,0,0,0,
661,Odisha,,,2020-04-04,21,2,0,0,1395,
662,Puducherry,,,2020-04-04,5,0,0,0,0,
663,Punjab,,,2020-04-04,65,3,5,0,1434,
664,Rajasthan,,,2020-04-04,206,25,1,0,0,
665,Tamil Nadu,,,2020-04-04,485,8,3,0,3684,
666,Telangana,,,2020-04-04,272,33,11,0,0,
667,Uttar Pradesh,,,2020-04-04,234,21,2,0,0,
668,Uttarakhand,,,2020-04-04,22,2,0,0,678,
669,West Bengal,,,2020-04-04,53,3,3,0,1042,
670,Andaman and Nicobar Islands,,,2020-04-05,10,0,0,0,0,
671,Andhra Pradesh,,,2020-04-05,256,5,1,0,1800,
672,Arunachal Pradesh,,,2020-04-05,1,0,0,0,0,
673,Assam,,,2020-04-05,26,0,0,0,962,
674,Bihar,,,2020-04-05,32,3,1,0,3037,
675,Chandigarh,,,2020-04-05,18,5,0,0,124,
676,Chhattisgarh,,,2020-04-05,10,8,0,0,1232,
677,Delhi,,,2020-04-05,503,16,7,0,2621,
678,Goa,,,2020-04-05,7,0,0,0,220,
679,Gujarat,,,2020-04-05,128,21,11,0,0,
680,Haryana,,,2020-04-05,90,29,0,0,1325,
681,Himachal Pradesh,,,2020-04-05,14,1,2,3,0,
682,India,,,2020-04-05,4293,329,118,3,89534,
683,Jammu and Kashmir,,,2020-04-05,106,4,2,0,0,
684,Jharkhand,,,2020-04-05,3,0,0,0,0,
685,Karnataka,,,2020-04-05,151,12,4,0,4587,
686,Kerala,,,2020-04-05,314,56,2,0,10221,
687,Ladakh,,,2020-04-05,14,3,0,0,0,
688,Madhya Pradesh,,,2020-04-05,193,3,13,0,2812,
689,Maharashtra,,,2020-04-05,747,56,45,0,16008,
690,Manipur,,,2020-04-05,2,0,0,0,0,
691,Mizoram,,,2020-04-05,1,0,0,0,0,
692,Odisha,,,2020-04-05,39,2,0,0,1395,
693,Puducherry,,,2020-04-05,5,0,0,0,0,
694,Punjab,,,2020-04-05,68,4,7,0,1434,
695,Rajasthan,,,2020-04-05,266,25,1,0,0,
696,Tamil Nadu,,,2020-04-05,571,8,5,0,3684,
697,Telangana,,,2020-04-05,334,33,11,0,0,
698,Uttar Pradesh,,,2020-04-05,278,21,3,0,5255,
699,Uttarakhand,,,2020-04-05,26,4,0,0,678,
700,West Bengal,,,2020-04-05,80,10,3,0,1042,
701,Andaman and Nicobar Islands,,,2020-04-06,10,0,0,0,0,
702,Andhra Pradesh,,,2020-04-06,303,5,3,0,1800,
703,Arunachal Pradesh,,,2020-04-06,1,0,0,0,0,
704,Assam,,,2020-04-06,26,0,0,0,962,
705,Bihar,,,2020-04-06,32,9,1,0,3037,
706,Chandigarh,,,2020-04-06,18,5,0,0,124,
707,Chhattisgarh,,,2020-04-06,10,8,0,0,1232,
708,Delhi,,,2020-04-06,525,16,7,0,2621,
709,Goa,,,2020-04-06,7,0,0,0,220,
710,Gujarat,,,2020-04-06,146,22,12,0,0,
711,Haryana,,,2020-04-06,110,29,2,0,1325,
712,Himachal Pradesh,,,2020-04-06,18,1,2,3,0,
713,India,,,2020-04-06,4777,394,134,3,101068,
714,Jammu and Kashmir,,,2020-04-06,109,4,2,0,0,
715,Jharkhand,,,2020-04-06,4,0,0,0,0,
716,Karnataka,,,2020-04-06,163,20,4,0,4587,
717,Kerala,,,2020-04-06,327,59,2,0,10716,
718,Ladakh,,,2020-04-06,14,10,0,0,0,
719,Madhya Pradesh,,,2020-04-06,256,11,15,0,2812,
720,Maharashtra,,,2020-04-06,868,70,52,0,17563,
721,Manipur,,,2020-04-06,2,1,0,0,0,
722,Mizoram,,,2020-04-06,1,0,0,0,58,
723,Nagaland,,,2020-04-06,0,0,0,0,60,
724,Odisha,,,2020-04-06,40,2,0,0,1395,
725,Puducherry,,,2020-04-06,5,0,0,0,0,
726,Punjab,,,2020-04-06,79,4,7,0,1434,
727,Rajasthan,,,2020-04-06,301,25,2,0,0,
728,Tamil Nadu,,,2020-04-06,621,13,6,0,3684,
729,Telangana,,,2020-04-06,364,45,11,0,0,
730,Tripura,,,2020-04-06,1,0,0,0,0,
731,Uttar Pradesh,,,2020-04-06,305,21,3,0,5255,
732,Uttarakhand,,,2020-04-06,31,4,0,0,678,
733,West Bengal,,,2020-04-06,80,10,3,0,1301,
734,Andaman and Nicobar Islands,,,2020-04-07,10,0,0,0,0,
735,Andhra Pradesh,,,2020-04-07,314,5,4,0,1800,
736,Arunachal Pradesh,,,2020-04-07,1,0,0,0,0,
737,Assam,,,2020-04-07,28,0,0,0,962,
738,Bihar,,,2020-04-07,38,15,1,0,3037,
739,Chandigarh,,,2020-04-07,18,7,0,0,124,
740,Chhattisgarh,,,2020-04-07,10,9,0,0,1232,
741,Delhi,,,2020-04-07,576,20,9,0,9041,
742,Goa,,,2020-04-07,7,0,0,0,220,
743,Gujarat,,,2020-04-07,175,25,14,0,0,
744,Haryana,,,2020-04-07,143,31,2,0,2520,
745,Himachal Pradesh,,,2020-04-07,27,2,2,3,0,
746,India,,,2020-04-07,5350,469,161,3,114015,
747,Jammu and Kashmir,,,2020-04-07,125,4,3,0,0,
748,Jharkhand,,,2020-04-07,4,0,0,0,0,
749,Karnataka,,,2020-04-07,175,25,4,0,6580,
750,Kerala,,,2020-04-07,336,71,2,0,11232,
751,Ladakh,,,2020-04-07,14,10,0,0,0,
752,Madhya Pradesh,,,2020-04-07,290,21,21,0,3770,
753,Maharashtra,,,2020-04-07,1018,79,64,0,20877,
754,Manipur,,,2020-04-07,2,1,0,0,0,
755,Mizoram,,,2020-04-07,1,0,0,0,58,
756,Nagaland,,,2020-04-07,0,0,0,0,60,
757,Odisha,,,2020-04-07,42,2,1,0,2441,
758,Puducherry,,,2020-04-07,5,1,0,0,0,
759,Punjab,,,2020-04-07,99,14,8,0,1434,
760,Rajasthan,,,2020-04-07,343,25,2,0,17638,
761,Tamil Nadu,,,2020-04-07,690,19,7,0,3684,
762,Telangana,,,2020-04-07,404,45,11,0,0,
763,Tripura,,,2020-04-07,1,0,0,0,0,
764,Uttar Pradesh,,,2020-04-07,332,21,3,0,5255,
765,Uttarakhand,,,2020-04-07,31,4,0,0,1289,
766,West Bengal,,,2020-04-07,91,13,3,0,1487,
767,Andaman and Nicobar Islands,,,2020-04-08,11,0,0,0,0,
768,Andhra Pradesh,,,2020-04-08,348,6,4,0,1800,
769,Arunachal Pradesh,,,2020-04-08,1,0,0,0,0,
770,Assam,,,2020-04-08,28,0,0,0,962,
771,Bihar,,,2020-04-08,39,15,1,0,4596,
772,Chandigarh,,,2020-04-08,18,7,0,0,184,
773,Chhattisgarh,,,2020-04-08,10,9,0,0,1232,
774,Delhi,,,2020-04-08,669,21,9,0,9041,
775,Goa,,,2020-04-08,7,0,0,0,220,
776,Gujarat,,,2020-04-08,186,25,16,0,4224,
777,Haryana,,,2020-04-08,167,32,2,0,2650,
778,Himachal Pradesh,,,2020-04-08,27,2,2,3,0,
779,India,,,2020-04-08,5915,565,181,3,127919,
780,Jammu and Kashmir,,,2020-04-08,158,6,3,0,0,
781,Jharkhand,,,2020-04-08,4,0,0,0,0,
782,Karnataka,,,2020-04-08,181,28,5,0,6967,
783,Kerala,,,2020-04-08,345,84,2,0,11986,
784,Ladakh,,,2020-04-08,14,10,0,0,0,
785,Madhya Pradesh,,,2020-04-08,341,25,24,0,4056,
786,Maharashtra,,,2020-04-08,1135,117,72,0,20877,
787,Manipur,,,2020-04-08,2,1,0,0,0,
788,Mizoram,,,2020-04-08,1,0,0,0,74,
789,Nagaland,,,2020-04-08,0,0,0,0,60,
790,Odisha,,,2020-04-08,42,2,1,0,2441,
791,Puducherry,,,2020-04-08,5,1,0,0,0,
792,Punjab,,,2020-04-08,106,14,9,0,2937,
793,Rajasthan,,,2020-04-08,383,45,3,0,17638,
794,Tamil Nadu,,,2020-04-08,738,21,8,0,5305,
795,Telangana,,,2020-04-08,453,45,11,0,0,
796,Tripura,,,2020-04-08,1,0,0,0,0,
797,Uttar Pradesh,,,2020-04-08,361,31,4,0,5255,
798,Uttarakhand,,,2020-04-08,35,5,0,0,1289,
799,West Bengal,,,2020-04-08,99,13,5,0,1487,
800,Andaman and Nicobar Islands,,,2020-04-09,11,10,0,0,0,
801,Andhra Pradesh,,,2020-04-09,363,10,6,0,1800,
802,Arunachal Pradesh,,,2020-04-09,1,0,0,0,0,
803,Assam,,,2020-04-09,29,0,0,0,962,
804,Bihar,,,2020-04-09,58,15,1,0,4991,
805,Chandigarh,,,2020-04-09,18,7,0,0,184,
806,Chhattisgarh,,,2020-04-09,18,9,0,0,1232,
807,Dadra and Nagar Haveli and Daman and Diu,,,2020-04-09,0,0,0,0,80,
808,Delhi,,,2020-04-09,720,25,12,0,9968,
809,Goa,,,2020-04-09,7,0,0,0,344,
810,Gujarat,,,2020-04-09,262,26,18,0,4224,
811,Haryana,,,2020-04-09,170,32,2,0,2964,
812,Himachal Pradesh,,,2020-04-09,28,2,2,3,0,
813,India,,,2020-04-09,6728,635,227,3,144910,
814,Jammu and Kashmir,,,2020-04-09,184,6,4,0,0,
815,Jharkhand,,,2020-04-09,13,0,1,0,0,
816,Karnataka,,,2020-04-09,197,30,6,0,7613,
817,Kerala,,,2020-04-09,357,97,2,0,12710,
818,Ladakh,,,2020-04-09,14,10,0,0,0,
819,Madhya Pradesh,,,2020-04-09,411,25,33,0,5135,
820,Maharashtra,,,2020-04-09,1364,125,97,0,20877,
821,Manipur,,,2020-04-09,2,1,0,0,0,
822,Mizoram,,,2020-04-09,1,0,0,0,84,
823,Nagaland,,,2020-04-09,0,0,0,0,60,
824,Odisha,,,2020-04-09,48,2,1,0,3249,
825,Puducherry,,,2020-04-09,5,1,0,0,0,
826,Punjab,,,2020-04-09,130,18,10,0,3192,
827,Rajasthan,,,2020-04-09,463,60,3,0,19107,
828,Tamil Nadu,,,2020-04-09,834,27,8,0,7267,
829,Telangana,,,2020-04-09,471,45,12,0,0,
830,Tripura,,,2020-04-09,1,0,0,0,0,
831,Uttar Pradesh,,,2020-04-09,410,31,4,0,8402,
832,Uttarakhand,,,2020-04-09,35,5,0,0,1531,
833,West Bengal,,,2020-04-09,103,16,5,0,1889,
834,Andaman and Nicobar Islands,,,2020-04-10,11,10,0,0,0,
835,Andhra Pradesh,,,2020-04-10,381,10,6,0,6374,
836,Arunachal Pradesh,,,2020-04-10,1,0,0,0,0,
837,Assam,,,2020-04-10,29,0,1,0,2863,
838,Bihar,,,2020-04-10,60,15,1,0,5457,
839,Chandigarh,,,2020-04-10,19,7,0,0,223,
840,Chhattisgarh,,,2020-04-10,18,9,0,0,3473,
841,Dadra and Nagar Haveli and Daman and Diu,,,2020-04-10,0,0,0,0,130,
842,Delhi,,,2020-04-10,903,27,14,0,11061,
843,Goa,,,2020-04-10,7,1,0,0,354,
844,Gujarat,,,2020-04-10,378,33,19,0,7718,
845,Haryana,,,2020-04-10,176,36,2,0,3527,
846,Himachal Pradesh,,,2020-04-10,28,2,2,3,900,
847,India,,,2020-04-10,7599,786,249,3,161330,
848,Jammu and Kashmir,,,2020-04-10,207,6,4,0,2961,
849,Jharkhand,,,2020-04-10,14,0,1,0,1340,
850,Karnataka,,,2020-04-10,207,34,6,0,7975,
851,Kerala,,,2020-04-10,364,124,2,0,13339,
852,Ladakh,,,2020-04-10,15,11,0,0,0,
853,Madhya Pradesh,,,2020-04-10,451,37,36,0,7049,
854,Maharashtra,,,2020-04-10,1574,188,110,0,30000,
855,Manipur,,,2020-04-10,2,1,0,0,0,
856,Mizoram,,,2020-04-10,1,0,0,0,84,
857,Nagaland,,,2020-04-10,0,0,0,0,70,
858,Odisha,,,2020-04-10,50,12,1,0,3547,
859,Puducherry,,,2020-04-10,7,1,0,0,0,
860,Punjab,,,2020-04-10,151,20,11,0,3461,
861,Rajasthan,,,2020-04-10,561,60,3,0,22349,
862,Tamil Nadu,,,2020-04-10,911,44,9,0,8410,
863,Telangana,,,2020-04-10,487,45,12,0,0,
864,Tripura,,,2020-04-10,2,0,0,0,0,
865,Uttar Pradesh,,,2020-04-10,433,32,4,0,9332,
866,Uttarakhand,,,2020-04-10,35,5,0,0,1688,
867,West Bengal,,,2020-04-10,116,16,5,0,2095,
868,Andaman and Nicobar Islands,,,2020-04-11,11,10,0,0,0,
869,Andhra Pradesh,,,2020-04-11,405,10,6,0,6958,
870,Arunachal Pradesh,,,2020-04-11,1,0,0,0,0,
871,Assam,,,2020-04-11,29,0,1,0,3011,
872,Bihar,,,2020-04-11,64,15,1,0,6250,
873,Chandigarh,,,2020-04-11,19,7,0,0,264,
874,Chhattisgarh,,,2020-04-11,25,9,0,0,3858,
875,Dadra and Nagar Haveli and Daman and Diu,,,2020-04-11,0,0,0,0,211,
876,Delhi,,,2020-04-11,1069,27,19,0,11709,
877,Goa,,,2020-04-11,7,5,0,0,354,
878,Gujarat,,,2020-04-11,468,44,22,0,9763,
879,Haryana,,,2020-04-11,179,36,2,0,3663,
880,Himachal Pradesh,,,2020-04-11,32,8,2,3,900,
881,India,,,2020-04-11,8453,972,290,3,179374,
882,Jammu and Kashmir,,,2020-04-11,224,6,4,0,3206,
883,Jharkhand,,,2020-04-11,17,0,1,0,1546,
884,Karnataka,,,2020-04-11,215,39,6,0,8560,
885,Kerala,,,2020-04-11,374,143,3,0,14163,
886,Ladakh,,,2020-04-11,15,11,0,0,0,
887,Madhya Pradesh,,,2020-04-11,529,38,40,0,8516,
888,Maharashtra,,,2020-04-11,1761,208,127,0,31841,
889,Manipur,,,2020-04-11,2,1,0,0,0,
890,Mizoram,,,2020-04-11,1,0,0,0,84,
891,Nagaland,,,2020-04-11,0,0,0,0,70,
892,Odisha,,,2020-04-11,54,12,1,0,3551,
893,Puducherry,,,2020-04-11,7,1,0,0,0,
894,Punjab,,,2020-04-11,158,20,12,0,3909,
895,Rajasthan,,,2020-04-11,700,116,9,0,24857,
896,Tamil Nadu,,,2020-04-11,969,44,10,0,9842,
897,Telangana,,,2020-04-11,503,96,14,0,0,
898,Tripura,,,2020-04-11,2,0,0,0,337,
899,Uttar Pradesh,,,2020-04-11,452,45,5,0,10595,
900,Uttarakhand,,,2020-04-11,35,5,0,0,1705,
901,West Bengal,,,2020-04-11,126,16,5,0,2286,
902,Andaman and Nicobar Islands,,,2020-04-12,11,10,0,0,0,
903,Andhra Pradesh,,,2020-04-12,420,12,7,0,6958,
904,Arunachal Pradesh,,,2020-04-12,1,0,0,0,0,
905,Assam,,,2020-04-12,30,0,1,0,3138,
906,Bihar,,,2020-04-12,64,26,1,0,6703,
907,Chandigarh,,,2020-04-12,21,7,0,0,279,
908,Chhattisgarh,,,2020-04-12,31,10,0,0,3945,
909,Dadra and Nagar Haveli and Daman and Diu,,,2020-04-12,0,0,0,0,211,
910,Delhi,,,2020-04-12,1154,28,24,0,14036,
911,Goa,,,2020-04-12,7,5,0,0,406,
912,Gujarat,,,2020-04-12,516,44,24,0,11715,
913,Haryana,,,2020-04-12,195,44,3,0,3903,
914,Himachal Pradesh,,,2020-04-12,32,12,2,3,1113,
915,India,,,2020-04-12,9211,1086,332,3,195748,
916,Jammu and Kashmir,,,2020-04-12,245,6,4,0,3600,
917,Jharkhand,,,2020-04-12,19,0,2,0,1683,
918,Karnataka,,,2020-04-12,232,54,6,0,9251,
919,Kerala,,,2020-04-12,376,179,3,0,14989,
920,Ladakh,,,2020-04-12,15,11,0,0,0,
921,Madhya Pradesh,,,2020-04-12,562,41,43,0,10481,
922,Maharashtra,,,2020-04-12,1982,217,149,0,35668,
923,Manipur,,,2020-04-12,2,1,0,0,0,
924,Mizoram,,,2020-04-12,1,0,0,0,87,
925,Nagaland,,,2020-04-12,0,0,0,0,74,
926,Odisha,,,2020-04-12,54,12,1,0,3862,
927,Puducherry,,,2020-04-12,7,1,0,0,0,
928,Punjab,,,2020-04-12,170,23,12,0,4281,
929,Rajasthan,,,2020-04-12,804,121,11,0,28505,
930,Tamil Nadu,,,2020-04-12,1075,50,11,0,10655,
931,Telangana,,,2020-04-12,531,103,16,0,0,
932,Tripura,,,2020-04-12,2,0,0,0,337,
933,Uttar Pradesh,,,2020-04-12,483,45,5,0,11855,
934,Uttarakhand,,,2020-04-12,35,5,0,0,1820,
935,West Bengal,,,2020-04-12,134,19,7,0,2523,
936,Andaman and Nicobar Islands,,,2020-04-13,11,10,0,0,0,
937,Andhra Pradesh,,,2020-04-13,439,12,7,0,8755,
938,Arunachal Pradesh,,,2020-04-13,1,0,0,0,206,
939,Assam,,,2020-04-13,32,0,1,0,3138,
940,Bihar,,,2020-04-13,66,28,1,0,7263,
941,Chandigarh,,,2020-04-13,21,7,0,0,296,
942,Chhattisgarh,,,2020-04-13,31,10,0,0,4377,
943,Dadra and Nagar Haveli and Daman and Diu,,,2020-04-13,0,0,0,0,211,
944,Delhi,,,2020-04-13,1510,31,28,0,15032,
945,Goa,,,2020-04-13,7,5,0,0,440,
946,Gujarat,,,2020-04-13,572,54,26,0,14251,
947,Haryana,,,2020-04-13,196,51,3,0,4489,
948,Himachal Pradesh,,,2020-04-13,32,12,2,3,1210,
949,India,,,2020-04-13,10454,1198,359,3,217554,
950,Jammu and Kashmir,,,2020-04-13,270,16,4,0,4065,
951,Jharkhand,,,2020-04-13,24,0,2,0,1982,
952,Karnataka,,,2020-04-13,247,60,8,0,10017,
953,Kerala,,,2020-04-13,379,198,3,0,15683,
954,Ladakh,,,2020-04-13,17,12,0,0,618,
955,Madhya Pradesh,,,2020-04-13,614,51,50,0,10481,
